Restaurant Name,Common Name,Inspection Date,Score,Address,Facility City,Zip Code,Facility ID,Process Description,
Rundberg Grocery,,11/21/2017,93,"310 E RUNDBERG LN
AUSTIN, TX 78753
(30.360203993184033, -97.69154097563784)",AUSTIN,78753,2804007,Routine Inspection,
Jack in the Box #840,,9/21/2018,87,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1931020638107, -97.77770616051718)",AUSTIN,78745,10789915,Routine Inspection,
La Sabrocita Restaurant & Tortilleria,,10/31/2018,93,"850 E RUNDBERG LN
AUSTIN, TX 78753
(30.357337786086074, -97.68553809963257)",AUSTIN,78753,10355256,Routine Inspection,
Max's Wine Dive,,8/21/2018,90,"207 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.26428293517926, -97.74128725350992)",AUSTIN,78701,10212286,Routine Inspection,
Knight's Assisted Living,,11/16/2017,95,"20816 WINDMILL RIDGE ST
PFLUGERVILLE, TX 78660
(30.48597180926056, -97.56740470224408)",AUSTIN,78660,11153437,Routine Inspection,
Tiniest Bar in Texas,,12/8/2016,90,"817 W 5TH ST
AUSTIN, TX 78703
(30.26957831236753, -97.75304615340843)",AUSTIN,78703,10009008,Routine Inspection,
El Pollo Rico #4,,6/8/2017,88,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.209859406101224, -97.78208960334837)",AUSTIN,78745,10008709,Routine Inspection,
Pok-E-Jo's Hancock,,11/22/2016,91,"1000 E 41ST ST
AUSTIN, TX 78751
(30.300469388987977, -97.71965420627991)",AUSTIN,78751,2803036,Routine Inspection,
Trader Joe's #454,,7/25/2018,95,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394928878598492, -97.75202355957255)",AUSTIN,78759,11146920,Routine Inspection,
BC - Simply Pho House,,9/7/2018,78,"12918 SHOPS PKWY
BEE CAVE, TX 78738
(30.307157265616592, -97.94473322412246)",AUSTIN,78738,11163304,1st Follow Up to Routine of 50 - 69,
Village @ Marbridge,,8/8/2017,98,"2310 BLISS SPILLAR RD
AUSTIN, TX 78652
(30.138200064135944, -97.8550008687601)",AUSTIN,78652,10208073,Routine Inspection,
Culinary Dropout,,5/30/2017,85,"11721 ROCK ROSE AVE
AUSTIN, TX 78758
(30.403689965262163, -97.72156542118769)",AUSTIN,78758,11628782,Routine Inspection,
MN - Shadow Glen Golf Club,,10/1/2018,92,"12801 LEXINGTON ST
MANOR, TX 78653
(30.353113687843614, -97.55642175174387)",AUSTIN,78653,10036116,Routine Inspection,
Tinseltown USA Pflugerville,,8/14/2018,96,"15436 FM
PFLUGERVILLE, TX 78660
(30.447891800604836, -97.6635057218747)",AUSTIN,78660,2801050,Routine Inspection,
Ruth Barron Elementary School,,8/21/2018,100,"14850 HARRIS RIDGE BLVD
AUSTIN, TX 78660
(30.42436443472574, -97.6480231292904)",AUSTIN,78660,10815885,Routine Inspection,
Whistle Stop Grocery/La Mexicana,,3/5/2018,85,"834 E RUNDBERG LN
AUSTIN, TX 78753
(30.357557186396924, -97.68589365980675)",AUSTIN,78753,2803636,Routine Inspection,
Jimmy John's Gourmet Sandwiches,,12/20/2017,100,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401504470501333, -97.74678509027345)",AUSTIN,78759,11230944,Routine Inspection,
Randall's #2471-Prepared Foods,,12/6/2016,100,"2727 EXPOSITION BLVD
AUSTIN, TX 78703
(30.30436006237055, -97.76446706588258)",AUSTIN,78703,2803491,Routine Inspection,
Sonic,,6/21/2018,84,"7714 W SH
AUSTIN, TX 78735
(30.2430520832244, -97.882214714991)",AUSTIN,78735,2801236,Routine Inspection,
Split Level,,9/29/2016,88,"300 E 6TH ST
AUSTIN, TX 78701
(30.26760720557681, -97.74015556157435)",AUSTIN,78701,10939459,Routine Inspection,
Einstein Bros Bagels  #2846,,1/4/2018,93,"2404 GUADALUPE ST
AUSTIN, TX 78705
(30.288029517252212, -97.74183640988932)",AUSTIN,78705,2801222,Routine Inspection,
El Regio,,10/16/2018,87,"6615 BERKMAN DR
AUSTIN, TX 78723
(30.31956017646963, -97.68880507129985)",AUSTIN,78723,2802226,Routine Inspection,
Pease Elementary,,9/6/2016,93,"1106 RIO GRANDE ST
AUSTIN, TX 78701
(30.274960259848136, -97.74785441227702)",AUSTIN,78701,2800245,Routine Inspection,
"Tokyo Gardens Catering, LLC",,10/6/2016,99,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.417462176714007, -97.70284422069835)",AUSTIN,78758,10743910,Routine Inspection,
WL - Randall's #2477- Deli Station,,4/5/2017,100,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.27573679197241, -97.80016632152368)",AUSTIN,78746,2803246,Routine Inspection,
Orange Leaf Frozen Yogurt,,3/3/2017,96,"10526 W PARMER LN
AUSTIN, TX 78717
(30.497381601027552, -97.77395435269817)",AUSTIN,78717,11005098,Routine Inspection,
Calkins Country Store,,4/20/2018,97,"22657 NAMELESS RD
LEANDER, TX 78641
(30.570316417275347, -97.94269318768919)",AUSTIN,78641,2803433,Routine Inspection,
BC - Whole Foods Market - Wine Bar,,1/3/2017,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.30766869408602, -97.93764727781424)",AUSTIN,78738,10744457,Routine Inspection,
"Angel Donuts & Treats, LLC",,12/14/2017,94,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.421918536638458, -97.84725423283601)",AUSTIN,78726,10790411,Routine Inspection,
Lavaca Street Bar Domain,,9/29/2017,92,"11420 ROCK ROSE AVE
AUSTIN, TX 78758
(30.400852336166363, -97.72312028238963)",AUSTIN,78758,11481254,Routine Inspection,
Longhorn Village - Formal Dining,,9/22/2016,95,"12501 LONGHORN PKWY
AUSTIN, TX 78732
(30.350878842084523, -97.90998846425244)",AUSTIN,78732,10260609,Routine Inspection,
Pizza Hut,,2/14/2018,94,"2021 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24000672201838, -97.72764658112028)",AUSTIN,78741,2802750,Routine Inspection,
"Oasis Mediterranean Cafe & Pizza, Inc",,4/27/2017,89,"14735 BRATTON LN
AUSTIN, TX 78728
(30.446246168083807, -97.68577138370763)",AUSTIN,78728,10208532,Routine Inspection,
"Corner Store, The",,3/28/2017,99,"525 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.225798163400505, -97.76947034064534)",AUSTIN,78745,2804084,Routine Inspection,
Hilton Garden Inn Austin Airport,,8/17/2018,86,"7610 JOHN GLENN WAY
AUSTIN, TX 78741
(30.221668343822824, -97.68884424464774)",AUSTIN,78741,11712723,Routine Inspection,
Mc Donald's #31248,,10/17/2017,82,"710 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.2200089778292, -97.7543965031439)",AUSTIN,78704,2802549,Routine Inspection,
Eurest @ ARM,,8/1/2016,93,"5707 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.24411344666014, -97.84454482007895)",AUSTIN,78735,11382034,Routine Inspection,
Coco's Cafe,,8/6/2018,80,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.360978470908822, -97.71576511287962)",AUSTIN,78758,2801382,Routine Inspection,
Bill Miller's Bar-B-Q,,8/11/2017,79,"136 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167505675775537, -97.78999804115519)",AUSTIN,78748,2802445,Routine Inspection,
Highway Food Mart,,8/3/2017,84,"4535 E SH
AUSTIN, TX 78617
(30.18732059295166, -97.60635792446739)",AUSTIN,78617,11522912,Routine Inspection,
Dave and Busters,,9/1/2016,85,"9333 RESEARCH BLVD
AUSTIN, TX 78759
(30.382729629789534, -97.739656945182)",AUSTIN,78759,2801449,Routine Inspection,
Longhorn Village - Assisted Living,,4/21/2017,98,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.350636701410348, -97.91117611332012)",AUSTIN,78732,10260618,Routine Inspection,
Whisler's,,3/13/2018,91,"1816 E 6TH ST
AUSTIN, TX 78702
(30.26203585136577, -97.72259101748797)",AUSTIN,78702,10928995,Routine Inspection,
Wingzup,,8/11/2016,88,"1000 E 41ST ST
AUSTIN, TX 78751
(30.300469388987977, -97.71965420627991)",AUSTIN,78751,10583318,Routine Inspection,
Staybridge Austin NW,,9/11/2017,88,"13087 N US 183 HWY
AUSTIN, TX 78729
(30.440645834070047, -97.7794749238658)",AUSTIN,78729,11642622,Routine Inspection,
Starbucks Coffee Company #19336,STARBUCKS,8/4/2017,98,"3328 W SLAUGHTER LN
AUSTIN, TX 78748
(30.18269353914128, -97.84694788463389)",AUSTIN,78748,10944981,Routine Inspection,
Riverside Grocery,,2/15/2019,94,"1727 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24330823815449, -97.730128805388)",AUSTIN,78741,10007389,Routine Inspection,
WL - Starbucks Coffee #6238,STARBUCKS,6/27/2018,89,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995279949633, -97.82733249251322)",AUSTIN,78746,10942718,Routine Inspection,
Safe Place School &CDC,,9/1/2016,92,"19454 AUSTIN
TX 78741",AUSTIN,78741,2801390,Routine Inspection,
Little Folks Bilingual CDC,,8/30/2017,100,"5706 REICHER DR
AUSTIN, TX 78723
(30.303365180906205, -97.67746143267433)",AUSTIN,78723,2800970,Routine Inspection,
"MN-Depot Lounge, The",,9/20/2018,94,"104 W CARRIE MANOR ST
MANOR, TX 78653
(30.339330191146278, -97.55843503694092)",AUSTIN,78653,10992369,Routine Inspection,
Jack in the Box #907,,2/3/2017,91,"1151 AIRPORT BLVD
AUSTIN, TX 78702
(30.273937476495416, -97.69764325511453)",AUSTIN,78702,10790663,Routine Inspection,
BC - Whole Foods Market - Specialty,,6/27/2017,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.30766869408602, -97.93764727781424)",AUSTIN,78738,10744425,Routine Inspection,
El Roy Country Corner,,5/11/2018,75,"13912 FM 812 RD
AUSTIN, TX 78617
(30.120711680832425, -97.63484821043436)",AUSTIN,78617,2803511,Routine Inspection,
Omega Trading & Services LLC,,1/20/2017,99,"5740 N IH
AUSTIN, TX 78751
(30.318270264200525, -97.70794091950346)",AUSTIN,78751,10214201,Routine Inspection,
St. Andrew's Episcopal School-Concession,,11/9/2017,98,"5901 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.24400285646706, -97.84961674310748)",AUSTIN,78735,10004307,Routine Inspection,
Accent Food Services,,10/17/2017,99,"5707 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.24411344666014, -97.84454482007895)",AUSTIN,78735,11595421,Routine Inspection,
Gold's Gym - Anderson Arbor,,8/3/2016,92,"13435 N US 183 HWY
AUSTIN, TX 78729
(30.448283198357334, -97.78795739953776)",AUSTIN,78729,10796050,Routine Inspection,
Circle K #2740552,,12/4/2017,86,"2222 E OLTORF ST
AUSTIN, TX 78741
(30.230182872688083, -97.73118265363973)",AUSTIN,78741,2803556,Routine Inspection,
Smoothie King,,4/23/2017,96,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.272814654152963, -97.80018542011135)",AUSTIN,78746,11503088,Routine Inspection,
Star of Texas,,5/31/2017,93,"611 W 22ND ST
AUSTIN, TX 78705
(30.285011954412234, -97.74467294183398)",AUSTIN,78705,10002635,Routine Inspection,
Kawa Asian Kitchen,,12/31/2018,93,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.389183973700867, -97.88358211468059)",AUSTIN,78732,11935418,Routine Inspection,
"Cups and Cones, LLC",,9/16/2016,92,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.369177603278988, -97.8926312566579)",AUSTIN,78732,10046868,Routine Inspection,
Last Straw,,1/25/2018,96,"1914 E 6TH ST
AUSTIN, TX 78702
(30.26167906851667, -97.72154877617713)",AUSTIN,78702,11223375,Routine Inspection,
Randall's #2485(Deli),,1/5/2017,91,"2025 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.22925157333938, -97.79009842592988)",AUSTIN,78745,2800908,Routine Inspection,
BC - CVS/ Pharmacy # 8925,,11/10/2016,98,"14057 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.31097948670996, -97.96398613613425)",AUSTIN,78738,11032384,Routine Inspection,
Lamme's Candies,,11/7/2018,98,"5330 AIRPORT BLVD
AUSTIN, TX 78751
(30.315760587318987, -97.71459908433367)",AUSTIN,78751,2803345,Routine Inspection,
La Fruta Feliz,,3/8/2017,99,"3124 MANOR RD
AUSTIN, TX 78723
(30.28679834541088, -97.70447895476231)",AUSTIN,78723,10192867,Routine Inspection,
W Austin Main Kitchen Banquet Dining,,1/19/2018,89,"200 LAVACA ST
AUSTIN, TX 78701
(30.265339424945562, -97.746643683438)",AUSTIN,78701,10507727,Routine Inspection,
Scoreboard Sports Bar & Grill,,4/6/2017,89,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.36976610607107, -97.80043411449631)",AUSTIN,78750,11394731,Routine Inspection,
Whataburger #162,,8/16/2016,98,"3210 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78723
(30.283108965377973, -97.7029489627963)",AUSTIN,78723,2800615,Routine Inspection,
P. Terry's Burger Stand,,3/28/2017,93,"12301 N MOPAC EXPY
AUSTIN, TX 78758
(30.414676085407663, -97.70535491569322)",AUSTIN,78758,10970925,Routine Inspection,
Starbuck's Coffee #6341,,3/17/2017,97,"3317 NORTHLAND DR
AUSTIN, TX 78731
(30.336909494233776, -97.7568870143765)",AUSTIN,78731,2801363,Routine Inspection,
Metz Elementary,,9/6/2017,97,"84 ROBERT T MARTINEZ JR ST
AUSTIN, TX 78702
(30.254607478781935, -97.72158720365633)",AUSTIN,78702,2800495,Routine Inspection,
"Lodge, The",,11/2/2017,85,"411 E 6TH ST
AUSTIN, TX 78701
(30.266717874979285, -97.73891432650836)",AUSTIN,78701,10938033,Routine Inspection,
Kiker Elementary,,3/1/2018,97,"5913 LA CROSSE AVE
AUSTIN, TX 78739
(30.191875610751776, -97.88138492267619)",AUSTIN,78739,2800126,Routine Inspection,
WL - Starbucks Coffee #6238,STARBUCKS,12/15/2017,100,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995279949633, -97.82733249251322)",AUSTIN,78746,10942718,Routine Inspection,
Mother's Cafe,,12/14/2016,88,"4215 DUVAL ST
AUSTIN, TX 78751
(30.304398997058396, -97.7259396613585)",AUSTIN,78751,2800618,Routine Inspection,
Appletree Learning Center,,8/3/2016,94,"4630 WEST GATE BLVD
AUSTIN, TX 78745
(30.229909918195226, -97.80140977992654)",AUSTIN,78745,2801957,Routine Inspection,
HEB Food Store #218 Deli & Bakery,,9/5/2017,87,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.417462176714007, -97.70284422069835)",AUSTIN,78758,2800260,Routine Inspection,
Rosedale Market,,10/9/2017,89,"1309 W 45TH ST
AUSTIN, TX 78756
(30.314980452437894, -97.74144229551202)",AUSTIN,78756,10434172,Routine Inspection,
Hospice Austin,,3/5/2019,94,"2820 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.281806424830247, -97.71065344672355)",AUSTIN,78722,2801039,Routine Inspection,
WL - Blue Dahlia Bistro,,7/26/2017,93,"3663 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.278587496141267, -97.80697929149275)",AUSTIN,78746,10733978,Routine Inspection,
HEB Plus #12 - Deli/Bakery/Produce,,5/4/2018,93,"2508 E RIVERSIDE DR
AUSTIN, TX 78741
(30.235822895303613, -97.72262346271322)",AUSTIN,78741,10402647,Routine Inspection,
Target Store # T3250,,1/25/2019,97,"2021 GUADALUPE ST
AUSTIN, TX 78705
(30.28346900180629, -97.74127747012031)",AUSTIN,78705,11807384,Routine Inspection,
Crazy Fruits,,1/13/2017,83,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.16033884385356, -97.77712487009396)",AUSTIN,78744,11102855,Routine Inspection,
Vince Young Steakhouse,,11/20/2018,93,"301 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264855271920986, -97.74116416010276)",AUSTIN,78701,10483507,Routine Inspection,
Shake Shack South Lamar Austin,,11/20/2017,96,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255718158898166, -97.76254372338593)",AUSTIN,78704,11315175,Routine Inspection,
Saffron,,7/27/2017,79,"3616 FAR WEST BLVD
AUSTIN, TX 78731
(30.355017741973768, -97.75551691747077)",AUSTIN,78731,11302586,Routine Inspection,
Tino's Greek Cafe,,10/4/2017,78,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.44752370751305, -97.7908719204008)",AUSTIN,78750,2802725,Routine Inspection,
"Pizza Press, The",,2/16/2018,86,"404 W 26TH ST
AUSTIN, TX 78705
(30.290725782357327, -97.74201835106705)",AUSTIN,78705,11701376,Routine Inspection,
Subway #10569,SUBWAY,12/15/2016,97,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17543030297204, -97.82564990277422)",AUSTIN,78748,2801380,Routine Inspection,
Tinseltown USA Pflugerville,,7/27/2017,97,"15436 FM
PFLUGERVILLE, TX 78660
(30.447891800604836, -97.6635057218747)",AUSTIN,78660,2801050,Routine Inspection,
Chipotle Mexican Grill #92,,7/7/2017,99,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.285665650692852, -97.74204327859519)",AUSTIN,78705,10176471,Routine Inspection,
Bambu Desserts and Drinks,,10/17/2017,85,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378304722819507, -97.68773863068942)",AUSTIN,78753,11159907,Routine Inspection,
"Belmont, The",,8/23/2018,94,"305 W 6TH ST
AUSTIN, TX 78701
(30.268596188341654, -97.7456771152104)",AUSTIN,78701,10945429,Routine Inspection,
Sodexo @ Bae Systems-Unit 27,,11/2/2018,89,"6500 TRACOR LN
AUSTIN, TX 78725
(30.27803071565453, -97.66154917926332)",AUSTIN,78725,10207265,Routine Inspection,
El Roy Country Corner,,12/17/2018,90,"13912 FM 812 RD
AUSTIN, TX 78617
(30.120711680832425, -97.63484821043436)",AUSTIN,78617,2803511,Routine Inspection,
Iglesia de Cristo,,8/23/2017,100,"8135 EXCHANGE DR
AUSTIN, TX 78754
(30.33170646407782, -97.67314779437665)",AUSTIN,78754,11343917,Routine Inspection,
VFW Post #856,,8/8/2018,97,"406 E ALPINE RD
AUSTIN, TX 78704
(30.22489597588619, -97.75726769797909)",AUSTIN,78704,2800629,Routine Inspection,
"Yogurt Planet, LLC",,9/6/2016,91,"4601 N LAMAR BLVD
AUSTIN, TX 78751
(30.315023170405187, -97.73547209356975)",AUSTIN,78751,10197585,Routine Inspection,
"Austin Beer Garden Brewing Co., The",,5/11/2017,91,"1305 W OLTORF ST
AUSTIN, TX 78704
(30.245314697492763, -97.76893394805089)",AUSTIN,78704,10997570,Routine Inspection,
Cannon Food Mart,,11/19/2018,99,"1719 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.188567802436644, -97.76730579731085)",AUSTIN,78744,2803850,Routine Inspection,
Casino El Camino,,2/7/2018,82,"517 E 6TH ST
AUSTIN, TX 78701
(30.266375088532193, -97.73771249198974)",AUSTIN,78701,2800956,Routine Inspection,
Doc's Motorworks Bar & Grill,,6/28/2017,77,"1106 W 38TH ST
AUSTIN, TX 78705
(30.305986442179474, -97.74428148872686)",AUSTIN,78705,2800984,Routine Inspection,
"Parlor Room, The",,2/12/2019,94,"88 RAINEY ST
AUSTIN, TX 78701
(30.25985976959918, -97.73867495888517)",AUSTIN,78701,11487348,Routine Inspection,
Whataburger #162,,7/16/2018,94,"3210 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78723
(30.283108965377973, -97.7029489627963)",AUSTIN,78723,2800615,Routine Inspection,
YaYa Cafe,,2/23/2017,98,"3706 GUADALUPE ST
AUSTIN, TX 78705
(30.30251118140931, -97.73862732851735)",AUSTIN,78705,10609592,Routine Inspection,
HEB - Meat & Seafood - Slaughter,,5/23/2018,94,"5800 W SLAUGHTER LN
AUSTIN, TX 78749
(30.202604384557674, -97.87675262208576)",AUSTIN,78749,2803198,Routine Inspection,
WL - Izumi Sushi,,8/11/2017,89,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995279949633, -97.82733249251322)",AUSTIN,78746,10303654,Routine Inspection,
Genuine Joe Coffeehouse,,5/8/2018,91,"2001 W ANDERSON LN
AUSTIN, TX 78757
(30.354114705396682, -97.72730171217229)",AUSTIN,78757,11743074,Routine Inspection,
Daily Juice Cafe,,7/28/2017,91,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.405272531898774, -97.67189737718928)",AUSTIN,78753,11512088,Routine Inspection,
Hat Creek Burger Company,,5/7/2018,89,"3210 ESPERANZA XING
AUSTIN, TX 78758
(30.400023718407507, -97.72345668045985)",AUSTIN,78758,11701124,Routine Inspection,
Veggie Heaven,,6/8/2018,90,"1611 W 5TH ST
AUSTIN, TX 78703
(30.27433671156368, -97.7644897591946)",AUSTIN,78703,11569233,Routine Inspection,
Whole Foods Market - Bakery,,2/28/2018,99,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22138854436619, -97.83965356712693)",AUSTIN,78749,10764429,Routine Inspection,
Santa Rita #1,,12/15/2016,85,"1206 W 38TH ST
AUSTIN, TX 78705
(30.3066201806296, -97.74515599153088)",AUSTIN,78705,2802336,Routine Inspection,
Target #2409- Groceries (Retail),,1/24/2017,97,"10107 RESEARCH BLVD
AUSTIN, TX 78759
(30.392843386188513, -97.74418117275837)",AUSTIN,78759,10184421,Routine Inspection,
Raku Sushi Restaurant,,12/8/2016,86,"2222 RIO GRANDE ST
AUSTIN, TX 78705
(30.286858591427404, -97.74501884969868)",AUSTIN,78705,11410847,Routine Inspection,
HEB Food Store #628,,7/27/2017,92,"2512 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234611268395994, -97.72295467516808)",AUSTIN,78741,10623498,Routine Inspection,
Kerbey Lane Cafe,,4/10/2018,87,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22138854436619, -97.83965356712693)",AUSTIN,78749,10449800,Routine Inspection,
Sonic #43,,7/17/2018,96,"9708 MANCHACA RD
AUSTIN, TX 78748
(30.17543198290419, -97.82333025999803)",AUSTIN,78748,2800565,Routine Inspection,
Parsons House @ Austin,,6/20/2018,86,"1130 CAMINO LA
AUSTIN, TX 78752
(30.324656688519088, -97.69641864198127)",AUSTIN,78752,2802410,Routine Inspection,
Mama Fu's Asian House,,11/7/2017,82,"4700 W GUADALUPE ST
AUSTIN, TX 78751
(30.315830181250412, -97.73285826537874)",AUSTIN,78751,11530057,Routine Inspection,
St. Andrew's Episcopal School-Cafeteria,,5/16/2018,96,"5901 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.24400285646706, -97.84961674310748)",AUSTIN,78735,11021296,Routine Inspection,
Tous Les Jours Bakery,,9/25/2018,82,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479431140160997, -97.7993796957668)",AUSTIN,78717,11856476,Routine Inspection,
Gold's Gym - Tech Ridge,,7/5/2017,100,"235 CANYON RIDGE DR
AUSTIN, TX 78753
(30.401336300030795, -97.670455565376)",AUSTIN,78753,10280420,Routine Inspection,
Hill Country Middle School,,9/5/2018,100,"1300 WALSH TARLTON LN
AUSTIN, TX 78746
(30.27134125256851, -97.80367474916451)",AUSTIN,78746,2800337,Routine Inspection,
Mozart's Coffee Roasters,,6/29/2018,90,"3825 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.295236881390323, -97.78423785198352)",AUSTIN,78703,2800564,Routine Inspection,
DoubleDave's Pizzaworks,,11/20/2017,89,"8108 MESA DR
AUSTIN, TX 78759
(30.37297907089911, -97.7569169960087)",AUSTIN,78759,11344519,Routine Inspection,
Four Seasons Chinese,,6/13/2017,85,"14735 BRATTON LN
AUSTIN, TX 78728
(30.446246168083807, -97.68577138370763)",AUSTIN,78728,2800667,Routine Inspection,
Provident Memory Care,,6/27/2018,93,"11013 SIGNAL HILL DR
AUSTIN, TX 78737
(30.210679705865427, -97.96557967868124)",AUSTIN,78737,10658286,Routine Inspection,
Rutledge Elementary,,12/5/2018,94,"11501 STAKED PLAINS DR
AUSTIN, TX 78717
(30.496980061960198, -97.79287605973593)",AUSTIN,78717,2802396,Routine Inspection,
ABIA I Vini Italian Market,,7/6/2018,96,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202014198206186, -97.66688417330988)",AUSTIN,78719,11737442,Routine Inspection,
MN - Manor Elementary School,,1/28/2019,96,"12904 GREGG MANOR RD
MANOR, TX 78653
(30.35866786808406, -97.56624277417791)",AUSTIN,78653,10002011,Routine Inspection,
"Patika Coffee, LLC",,2/21/2017,91,"2159 S LAMAR BLVD
AUSTIN, TX 78704
(30.247407067767586, -97.77261483820128)",AUSTIN,78704,11213569,Routine Inspection,
Serrano's Cafe Lakeline,,7/13/2017,79,"11100 PECAN PARK BLVD
AUSTIN, TX 78613
(30.472611932756653, -97.80193759018572)",AUSTIN,78613,2802680,Routine Inspection,
Tucci's Southside Subs,,6/20/2018,96,"7101 W SH
AUSTIN, TX 78736
(30.23448313571795, -97.87771181295793)",AUSTIN,78736,2803090,Routine Inspection,
Sa-Ten,,1/8/2018,86,"916 SPRINGDALE RD
AUSTIN, TX 78702
(30.261889541749618, -97.69811393303787)",AUSTIN,78702,11202021,Routine Inspection,
Lone Star Family Market,,12/28/2016,100,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.20825637703485, -97.78012907182197)",AUSTIN,78745,10303954,Routine Inspection,
Love Goat,,9/6/2018,95,"2716 GUADALUPE ST
AUSTIN, TX 78705
(30.292840920840547, -97.74175239153433)",AUSTIN,78705,10805514,Routine Inspection,
BC - HEB Food Store #404 (Deli/Bakery),,10/19/2018,99,"12400 W SH
BEE CAVE, TX 78738
(30.30435961504665, -97.93224833347215)",AUSTIN,78738,10260923,Routine Inspection,
Wayside Schools,,4/18/2018,100,"6215 MANCHACA RD
AUSTIN, TX 78745
(30.20974543670087, -97.80367200386313)",AUSTIN,78745,11053776,Routine Inspection,
Doc's Motorworks Bar & Grill,,2/27/2018,93,"1106 W 38TH ST
AUSTIN, TX 78705
(30.305986442179474, -97.74428148872686)",AUSTIN,78705,2800984,Routine Inspection,
Mellow Johnny's,,8/22/2018,98,"400 NUECES ST
AUSTIN, TX 78701
(30.2681378352171, -97.74926746661086)",AUSTIN,78701,10143843,Routine Inspection,
Westview Middle School,,9/22/2016,88,"1805 SCOFIELD LN
AUSTIN, TX 78727
(30.41719104036435, -97.6895439830529)",AUSTIN,78727,2800285,Routine Inspection,
Wendy's #W128,,1/18/2019,92,"5000 W SLAUGHTER LN
AUSTIN, TX 78749
(30.20034105007755, -97.86384755824413)",AUSTIN,78749,11115652,Routine Inspection,
Good Shepherd Parish Life Center,,3/14/2017,97,"3201 WINDSOR RD
AUSTIN, TX 78703
(30.296958025046695, -97.76930478176826)",AUSTIN,78703,11392135,Routine Inspection,
"Odd Pop, LLC",,5/24/2018,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.213783542647285, -97.79300763423645)",AUSTIN,78745,11665417,Routine Inspection,
Z Cafe,,6/15/2018,96,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202014198206186, -97.66688417330988)",AUSTIN,78719,11715333,Routine Inspection,
3 Small Plates Catering,,6/26/2018,94,"502 THOMPSON LN
AUSTIN, TX 78742
(30.238890784692167, -97.68406347209907)",AUSTIN,78742,11776594,Routine Inspection,
"Grove Wine Bar and Kitchen, The",,11/15/2016,82,"800 W 6TH ST
AUSTIN, TX 78701
(30.270596526841615, -97.75089923426356)",AUSTIN,78701,11297105,Routine Inspection,
